product_name,series,price,rating,reviews_count,stock,daily_sales,date
iPhone 11 Pro Max,11,8000.0,3.2,308,19,23,2025-03-15
iPhone 12,12,7000.0,3.3,110,16,23,2025-03-15
iPhone 12 mini,12,6800.0,4.8,326,44,28,2025-03-15
iPhone 12 Pro,12,8500.0,4.1,417,30,16,2025-03-15
iPhone 12 Pro Max,12,9000.0,3.6,71,47,19,2025-03-15
iPhone 13,13,8000.0,4.5,251,30,26,2025-03-15
iPhone 13 mini,13,7800.0,4.5,95,46,32,2025-03-15
iPhone 13 Pro,13,9500.0,4.8,374,13,23,2025-03-15
iPhone 13 Pro Max,13,10000.0,3.9,360,38,25,2025-03-15
iPhone 14,14,9000.0,4.9,172,19,16,2025-03-15
iPhone 14 Plus,14,9200.0,3.9,362,36,23,2025-03-15
iPhone 14 Pro,14,11000.0,4.5,234,32,23,2025-03-15
iPhone 14 Pro Max,14,12000.0,4.0,280,10,17,2025-03-15
iPhone 15,15,10000.0,3.6,366,24,16,2025-03-15
iPhone 15 Plus,15,10200.0,4.3,444,13,27,2025-03-15
iPhone 15 Pro,15,12500.0,4.2,318,10,15,2025-03-15
iPhone 15 Pro Max,15,14000.0,4.8,308,16,24,2025-03-15
iPhone 16,16,11000.0,3.7,158,31,16,2025-03-15
iPhone 16 Pro,16,14000.0,4.9,247,22,18,2025-03-15
iPhone 16 Pro Max,16,16000.0,3.4,499,33,17,2025-03-15
iPhone 17,17,12000.0,4.6,358,8,12,2025-03-15
iPhone 17 Pro,17,15500.0,3.5,488,7,11,2025-03-15
iPhone 17 Pro Max,17,18000.0,4.0,291,12,26,2025-03-15
iPhone X,X,5000.0,4.1,98,22,13,2025-03-16
iPhone XS,X,5200.0,4.6,205,45,20,2025-03-16
iPhone XS Max,X,5500.0,3.4,280,12,24,2025-03-16
iPhone 11,11,6000.0,4.3,368,14,15,2025-03-16
iPhone 11 Pro,11,7000.0,3.2,186,45,19,2025-03-16
iPhone 11 Pro Max,11,8000.0,3.9,220,35,10,2025-03-16
iPhone 12,12,7000.0,3.8,240,28,18,2025-03-16
iPhone 12 mini,12,6800.0,3.2,282,11,20,2025-03-16
iPhone 12 Pro,12,8500.0,4.8,258,19,17,2025-03-16
iPhone 12 Pro Max,12,9000.0,3.6,351,32,18,2025-03-16
iPhone 13,13,8000.0,4.9,82,46,19,2025-03-16
iPhone 13 mini,13,7800.0,3.9,133,14,19,2025-03-16
iPhone 13 Pro,13,9500.0,4.1,40,32,31,2025-03-16
iPhone 13 Pro Max,13,10000.0,4.7,451,29,17,2025-03-16
iPhone 14,14,9000.0,3.9,33,18,10,2025-03-16
iPhone 14 Plus,14,9200.0,3.1,100,43,21,2025-03-16
iPhone 14 Pro,14,11000.0,4.7,291,5,21,2025-03-16
iPhone 14 Pro Max,14,12000.0,4.8,315,26,21,2025-03-16
iPhone 15,15,10000.0,4.3,196,21,17,2025-03-16
iPhone 15 Plus,15,10200.0,3.5,79,5,28,2025-03-16
iPhone 15 Pro,15,12500.0,4.3,214,26,17,2025-03-16
iPhone 15 Pro Max,15,14000.0,4.0,440,9,13,2025-03-16
iPhone 16,16,11000.0,3.3,297,38,21,2025-03-16
iPhone 16 Pro,16,14000.0,3.9,406,5,17,2025-03-16
iPhone 16 Pro Max,16,16000.0,5.0,298,42,20,2025-03-16
iPhone 17,17,12000.0,4.6,66,12,25,2025-03-16
iPhone 17 Pro,17,15500.0,4.9,65,5,21,2025-03-16
iPhone 17 Pro Max,17,18000.0,4.1,458,29,19,2025-03-16
iPhone X,X,5000.0,4.3,499,46,21,2025-03-17
iPhone XS,X,5200.0,3.7,443,6,23,2025-03-17
iPhone XS Max,X,5500.0,4.6,154,40,27,2025-03-17
iPhone 11,11,6000.0,3.1,443,7,14,2025-03-17
iPhone 11 Pro,11,7000.0,4.4,59,8,14,2025-03-17
iPhone 11 Pro Max,11,8000.0,3.9,426,20,18,2025-03-17
iPhone 12,12,7000.0,3.5,157,42,15,2025-03-17
iPhone 12 mini,12,6800.0,3.6,210,26,21,2025-03-17
iPhone 12 Pro,12,8500.0,3.5,391,29,13,2025-03-17
iPhone 12 Pro Max,12,9000.0,4.6,223,14,17,2025-03-17
iPhone 13,13,8000.0,4.3,40,31,20,2025-03-17
iPhone 13 mini,13,7800.0,4.1,246,39,15,2025-03-17
iPhone 13 Pro,13,9500.0,4.0,55,25,24,2025-03-17
iPhone 13 Pro Max,13,10000.0,4.1,121,24,13,2025-03-17
iPhone 14,14,9000.0,3.8,319,21,11,2025-03-17
iPhone 14 Plus,14,9200.0,3.9,415,47,20,2025-03-17
iPhone 14 Pro,14,11000.0,4.6,292,41,21,2025-03-17
iPhone 14 Pro Max,14,12000.0,3.4,163,26,17,2025-03-17
iPhone 15,15,10000.0,4.4,72,32,29,2025-03-17
iPhone 15 Plus,15,10200.0,4.7,410,44,9,2025-03-17
iPhone 15 Pro,15,12500.0,3.7,454,13,13,2025-03-17
iPhone 15 Pro Max,15,14000.0,4.8,11,46,21,2025-03-17
iPhone 16,16,11000.0,4.3,436,46,14,2025-03-17
iPhone 16 Pro,16,14000.0,3.3,167,17,15,2025-03-17
iPhone 16 Pro Max,16,16000.0,4.2,402,23,13,2025-03-17
iPhone 17,17,12000.0,5.0,96,6,18,2025-03-17
iPhone 17 Pro,17,15500.0,4.4,212,35,17,2025-03-17
iPhone 17 Pro Max,17,18000.0,4.3,185,18,11,2025-03-17
iPhone X,X,5000.0,3.6,116,20,14,2025-03-18
iPhone XS,X,5200.0,3.1,104,16,24,2025-03-18
iPhone XS Max,X,5500.0,4.1,383,9,22,2025-03-18
iPhone 11,11,6000.0,4.0,225,21,33,2025-03-18
iPhone 11 Pro,11,7000.0,3.2,461,49,23,2025-03-18
iPhone 11 Pro Max,11,8000.0,4.0,347,47,17,2025-03-18
iPhone 12,12,7000.0,3.6,122,48,21,2025-03-18
iPhone 12 mini,12,6800.0,3.9,77,32,15,2025-03-18
iPhone 12 Pro,12,8500.0,3.8,60,8,28,2025-03-18
iPhone 12 Pro Max,12,9000.0,3.1,499,27,20,2025-03-18
iPhone 13,13,8000.0,3.6,300,35,21,2025-03-18
iPhone 13 mini,13,7800.0,4.0,476,33,21,2025-03-18
iPhone 13 Pro,13,9500.0,3.0,109,33,16,2025-03-18
iPhone 13 Pro Max,13,10000.0,3.3,228,37,21,2025-03-18
iPhone 14,14,9000.0,3.7,396,27,11,2025-03-18
iPhone 14 Plus,14,9200.0,4.3,180,35,21,2025-03-18
iPhone 14 Pro,14,11000.0,4.1,50,39,19,2025-03-18
iPhone 14 Pro Max,14,12000.0,3.2,256,7,30,2025-03-18
iPhone 15,15,10000.0,3.8,70,23,17,2025-03-18
iPhone 15 Plus,15,10200.0,4.8,362,17,20,2025-03-18
iPhone 15 Pro,15,12500.0,4.7,405,42,14,2025-03-18
iPhone 15 Pro Max,15,14000.0,3.7,168,20,25,2025-03-18
iPhone 16,16,11000.0,3.0,121,37,30,2025-03-18
iPhone 16 Pro,16,14000.0,3.0,488,17,19,2025-03-18
iPhone 16 Pro Max,16,16000.0,3.9,379,38,18,2025-03-18
iPhone 17,17,12000.0,4.4,406,37,21,2025-03-18
iPhone 17 Pro,17,15500.0,4.8,257,9,15,2025-03-18
iPhone 17 Pro Max,17,18000.0,3.5,105,11,22,2025-03-18
iPhone X,X,5000.0,4.0,122,32,19,2025-03-19
iPhone XS,X,5200.0,4.0,462,37,22,2025-03-19
iPhone XS Max,X,5500.0,3.6,303,38,23,2025-03-19
iPhone 11,11,6000.0,3.5,483,37,14,2025-03-19
iPhone 11 Pro,11,7000.0,4.9,285,20,21,2025-03-19
iPhone 11 Pro Max,11,8000.0,4.6,51,16,15,2025-03-19
iPhone 12,12,7000.0,4.5,338,7,25,2025-03-19
iPhone 12 mini,12,6800.0,4.3,25,28,15,2025-03-19
iPhone 12 Pro,12,8500.0,4.9,390,7,15,2025-03-19
iPhone 12 Pro Max,12,9000.0,4.7,395,11,24,2025-03-19
iPhone 13,13,8000.0,3.5,30,23,18,2025-03-19
iPhone 13 mini,13,7800.0,3.9,457,25,21,2025-03-19
iPhone 13 Pro,13,9500.0,4.6,477,12,11,2025-03-19
iPhone 13 Pro Max,13,10000.0,3.4,267,23,12,2025-03-19
iPhone 14,14,9000.0,4.2,499,45,16,2025-03-19
iPhone 14 Plus,14,9200.0,4.7,396,27,24,2025-03-19
iPhone 14 Pro,14,11000.0,4.9,163,40,20,2025-03-19
iPhone 14 Pro Max,14,12000.0,3.5,130,37,25,2025-03-19
iPhone 15,15,10000.0,4.1,13,26,26,2025-03-19
iPhone 15 Plus,15,10200.0,3.1,46,36,21,2025-03-19
iPhone 15 Pro,15,12500.0,3.7,40,16,25,2025-03-19
iPhone 15 Pro Max,15,14000.0,3.5,197,26,17,2025-03-19
iPhone 16,16,11000.0,3.2,125,24,27,2025-03-19
iPhone 16 Pro,16,14000.0,3.6,329,8,24,2025-03-19
iPhone 16 Pro Max,16,16000.0,4.2,134,47,21,2025-03-19
iPhone 17,17,12000.0,4.3,158,26,22,2025-03-19
iPhone 17 Pro,17,15500.0,3.0,466,31,29,2025-03-19
iPhone 17 Pro Max,17,18000.0,3.8,411,37,21,2025-03-19
iPhone X,X,5000.0,3.1,15,45,22,2025-03-20
iPhone XS,X,5200.0,4.8,347,5,23,2025-03-20
iPhone XS Max,X,5500.0,5.0,454,12,24,2025-03-20
iPhone 11,11,6000.0,3.4,382,35,13,2025-03-20
iPhone 11 Pro,11,7000.0,4.8,155,43,22,2025-03-20
iPhone 11 Pro Max,11,8000.0,3.7,144,18,14,2025-03-20
iPhone 12,12,7000.0,3.6,328,29,19,2025-03-20
iPhone 12 mini,12,6800.0,3.1,38,20,26,2025-03-20
iPhone 12 Pro,12,8500.0,3.1,238,31,25,2025-03-20
iPhone 12 Pro Max,12,9000.0,4.1,178,7,19,2025-03-20
iPhone 13,13,8000.0,4.4,386,26,23,2025-03-20
iPhone 13 mini,13,7800.0,3.9,443,33,21,2025-03-20
iPhone 13 Pro,13,9500.0,4.5,109,49,11,2025-03-20
iPhone 13 Pro Max,13,10000.0,5.0,151,7,24,2025-03-20
iPhone 14,14,9000.0,3.1,103,49,20,2025-03-20
iPhone 14 Plus,14,9200.0,4.8,342,20,14,2025-03-20
iPhone 14 Pro,14,11000.0,3.1,192,41,22,2025-03-20
iPhone 14 Pro Max,14,12000.0,4.0,109,13,15,2025-03-20
iPhone 15,15,10000.0,4.4,489,26,26,2025-03-20
iPhone 15 Plus,15,10200.0,4.6,277,8,21,2025-03-20
iPhone 15 Pro,15,12500.0,3.2,104,45,18,2025-03-20
iPhone 15 Pro Max,15,14000.0,4.2,78,9,20,2025-03-20
iPhone 16,16,11000.0,4.0,82,10,24,2025-03-20
iPhone 16 Pro,16,14000.0,4.4,409,41,13,2025-03-20
iPhone 16 Pro Max,16,16000.0,3.7,86,36,24,2025-03-20
iPhone 17,17,12000.0,4.1,385,40,20,2025-03-20
iPhone 17 Pro,17,15500.0,4.2,424,37,31,2025-03-20
iPhone 17 Pro Max,17,18000.0,4.0,358,34,23,2025-03-20
iPhone X,X,5000.0,4.5,340,47,14,2025-03-21
iPhone XS,X,5200.0,4.7,339,32,14,2025-03-21
iPhone XS Max,X,5500.0,4.8,156,7,23,2025-03-21
iPhone 11,11,6000.0,4.4,124,49,20,2025-03-21
iPhone 11 Pro,11,7000.0,4.4,173,37,23,2025-03-21
iPhone 11 Pro Max,11,8000.0,3.7,461,43,26,2025-03-21
iPhone 12,12,7000.0,3.1,184,8,18,2025-03-21
iPhone 12 mini,12,6800.0,3.2,86,18,19,2025-03-21
iPhone 12 Pro,12,8500.0,3.9,311,14,21,2025-03-21
iPhone 12 Pro Max,12,9000.0,4.1,28,5,19,2025-03-21
iPhone 13,13,8000.0,3.0,31,33,28,2025-03-21
iPhone 13 mini,13,7800.0,3.9,197,12,16,2025-03-21
iPhone 13 Pro,13,9500.0,3.4,340,12,12,2025-03-21
iPhone 13 Pro Max,13,10000.0,4.7,254,25,14,2025-03-21
iPhone 14,14,9000.0,4.0,412,32,14,2025-03-21
iPhone 14 Plus,14,9200.0,4.3,65,30,21,2025-03-21
iPhone 14 Pro,14,11000.0,4.6,188,36,15,2025-03-21
iPhone 14 Pro Max,14,12000.0,3.1,198,6,9,2025-03-21
iPhone 15,15,10000.0,4.8,429,16,16,2025-03-21
iPhone 15 Plus,15,10200.0,3.9,426,46,21,2025-03-21
iPhone 15 Pro,15,12500.0,4.5,479,29,22,2025-03-21
iPhone 15 Pro Max,15,14000.0,3.2,128,47,13,2025-03-21
iPhone 16,16,11000.0,4.4,66,11,12,2025-03-21
iPhone 16 Pro,16,14000.0,3.8,450,17,24,2025-03-21
iPhone 16 Pro Max,16,16000.0,4.4,327,33,17,2025-03-21
iPhone 17,17,12000.0,4.8,172,14,23,2025-03-21
iPhone 17 Pro,17,15500.0,3.7,80,39,23,2025-03-21
iPhone 17 Pro Max,17,18000.0,4.3,237,29,19,2025-03-21
iPhone X,X,5000.0,4.3,440,44,16,2025-03-22
iPhone XS,X,5200.0,4.7,406,25,12,2025-03-22
iPhone XS Max,X,5500.0,4.2,412,37,29,2025-03-22
iPhone 11,11,6000.0,4.5,236,32,15,2025-03-22
iPhone 11 Pro,11,7000.0,4.9,448,48,17,2025-03-22
iPhone 11 Pro Max,11,8000.0,4.6,462,45,15,2025-03-22
iPhone 12,12,7000.0,4.3,184,16,20,2025-03-22
iPhone 12 mini,12,6800.0,4.7,419,43,11,2025-03-22
iPhone 12 Pro,12,8500.0,3.1,325,22,12,2025-03-22
iPhone 12 Pro Max,12,9000.0,4.0,389,6,18,2025-03-22
iPhone 13,13,8000.0,4.9,454,47,10,2025-03-22
iPhone 13 mini,13,7800.0,3.8,176,11,24,2025-03-22
iPhone 13 Pro,13,9500.0,4.5,254,39,23,2025-03-22
iPhone 13 Pro Max,13,10000.0,3.2,169,24,10,2025-03-22
iPhone 14,14,9000.0,3.8,397,42,30,2025-03-22
iPhone 14 Plus,14,9200.0,3.4,95,21,21,2025-03-22
iPhone 14 Pro,14,11000.0,3.9,114,39,16,2025-03-22
iPhone 14 Pro Max,14,12000.0,3.9,120,17,19,2025-03-22
iPhone 15,15,10000.0,4.2,316,20,21,2025-03-22
iPhone 15 Plus,15,10200.0,3.5,69,44,15,2025-03-22
iPhone 15 Pro,15,12500.0,4.0,174,6,10,2025-03-22
iPhone 15 Pro Max,15,14000.0,4.3,116,35,27,2025-03-22
iPhone 16,16,11000.0,3.4,390,48,11,2025-03-22
iPhone 16 Pro,16,14000.0,3.4,379,22,13,2025-03-22
iPhone 16 Pro Max,16,16000.0,5.0,466,11,26,2025-03-22
iPhone 17,17,12000.0,4.5,305,7,22,2025-03-22
iPhone 17 Pro,17,15500.0,4.2,472,33,14,2025-03-22
iPhone 17 Pro Max,17,18000.0,4.3,253,10,27,2025-03-22
iPhone X,X,5000.0,3.1,404,30,24,2025-03-23
iPhone XS,X,5200.0,3.2,428,20,20,2025-03-23
iPhone XS Max,X,5500.0,3.8,155,41,14,2025-03-23
iPhone 11,11,6000.0,4.0,256,39,18,2025-03-23
iPhone 11 Pro,11,7000.0,3.9,44,32,12,2025-03-23
iPhone 11 Pro Max,11,8000.0,3.8,106,23,11,2025-03-23
iPhone 12,12,7000.0,3.5,342,48,19,2025-03-23
iPhone 12 mini,12,6800.0,3.6,224,32,18,2025-03-23
iPhone 12 Pro,12,8500.0,4.0,244,42,17,2025-03-23
iPhone 12 Pro Max,12,9000.0,4.4,58,36,28,2025-03-23
iPhone 13,13,8000.0,4.5,35,27,30,2025-03-23
iPhone 13 mini,13,7800.0,3.2,336,16,17,2025-03-23
iPhone 13 Pro,13,9500.0,4.9,383,24,14,2025-03-23
iPhone 13 Pro Max,13,10000.0,4.3,379,31,14,2025-03-23
iPhone 14,14,9000.0,4.3,177,37,21,2025-03-23
iPhone 14 Plus,14,9200.0,3.6,385,19,17,2025-03-23
iPhone 14 Pro,14,11000.0,3.5,448,23,33,2025-03-23
iPhone 14 Pro Max,14,12000.0,3.7,473,28,21,2025-03-23
iPhone 15,15,10000.0,3.7,275,45,17,2025-03-23
iPhone 15 Plus,15,10200.0,4.8,182,34,18,2025-03-23
iPhone 15 Pro,15,12500.0,5.0,467,23,20,2025-03-23
iPhone 15 Pro Max,15,14000.0,3.1,140,42,16,2025-03-23
iPhone 16,16,11000.0,4.1,459,35,18,2025-03-23
iPhone 16 Pro,16,14000.0,3.1,208,40,21,2025-03-23
iPhone 16 Pro Max,16,16000.0,3.6,253,43,31,2025-03-23
iPhone 17,17,12000.0,3.1,486,34,16,2025-03-23
iPhone 17 Pro,17,15500.0,4.2,220,30,19,2025-03-23
iPhone 17 Pro Max,17,18000.0,3.5,268,47,19,2025-03-23
iPhone X,X,5000.0,4.8,58,13,24,2025-03-24
iPhone XS,X,5200.0,4.4,136,9,24,2025-03-24
iPhone XS Max,X,5500.0,3.4,100,31,18,2025-03-24
iPhone 11,11,6000.0,4.6,200,33,12,2025-03-24
iPhone 11 Pro,11,7000.0,3.9,447,12,22,2025-03-24
iPhone 11 Pro Max,11,8000.0,3.5,213,15,24,2025-03-24
iPhone 12,12,7000.0,3.6,434,6,15,2025-03-24
iPhone 12 mini,12,6800.0,3.9,258,24,16,2025-03-24
iPhone 12 Pro,12,8500.0,4.5,475,46,18,2025-03-24
iPhone 12 Pro Max,12,9000.0,3.1,285,49,15,2025-03-24
iPhone 13,13,8000.0,3.2,296,31,20,2025-03-24
iPhone 13 mini,13,7800.0,4.7,237,39,17,2025-03-24
iPhone 13 Pro,13,9500.0,4.0,137,12,31,2025-03-24
iPhone 13 Pro Max,13,10000.0,3.9,30,46,17,2025-03-24
iPhone 14,14,9000.0,4.0,140,36,18,2025-03-24
iPhone 14 Plus,14,9200.0,3.5,439,38,26,2025-03-24
iPhone 14 Pro,14,11000.0,4.7,70,12,12,2025-03-24
iPhone 14 Pro Max,14,12000.0,4.6,482,25,27,2025-03-24
iPhone 15,15,10000.0,3.2,91,28,17,2025-03-24
iPhone 15 Plus,15,10200.0,4.9,154,5,24,2025-03-24
iPhone 15 Pro,15,12500.0,3.5,123,30,17,2025-03-24
iPhone 15 Pro Max,15,14000.0,3.2,312,35,29,2025-03-24
iPhone 16,16,11000.0,3.1,465,16,24,2025-03-24
iPhone 16 Pro,16,14000.0,3.8,335,12,23,2025-03-24
iPhone 16 Pro Max,16,16000.0,3.5,482,26,30,2025-03-24
iPhone 17,17,12000.0,3.5,135,25,24,2025-03-24
iPhone 17 Pro,17,15500.0,4.9,114,6,9,2025-03-24
iPhone 17 Pro Max,17,18000.0,3.9,259,27,18,2025-03-24
iPhone X,X,5000.0,3.9,299,37,24,2025-03-25
iPhone XS,X,5200.0,4.7,479,38,25,2025-03-25
iPhone XS Max,X,5500.0,4.5,275,19,26,2025-03-25
iPhone 11,11,6000.0,4.5,466,20,16,2025-03-25
iPhone 11 Pro,11,7000.0,3.9,316,37,25,2025-03-25
iPhone 11 Pro Max,11,8000.0,3.5,255,26,18,2025-03-25
iPhone 12,12,7000.0,3.7,381,33,20,2025-03-25
iPhone 12 mini,12,6800.0,4.8,317,14,22,2025-03-25
iPhone 12 Pro,12,8500.0,3.4,263,5,23,2025-03-25
iPhone 12 Pro Max,12,9000.0,4.5,354,12,16,2025-03-25
iPhone 13,13,8000.0,4.9,165,11,19,2025-03-25
iPhone 13 mini,13,7800.0,3.4,355,18,22,2025-03-25
iPhone 13 Pro,13,9500.0,3.3,447,47,19,2025-03-25
iPhone 13 Pro Max,13,10000.0,3.7,75,43,18,2025-03-25
iPhone 14,14,9000.0,3.6,412,20,26,2025-03-25
iPhone 14 Plus,14,9200.0,5.0,94,15,22,2025-03-25
iPhone 14 Pro,14,11000.0,5.0,333,29,16,2025-03-25
iPhone 14 Pro Max,14,12000.0,3.5,386,40,18,2025-03-25
iPhone 15,15,10000.0,3.5,402,16,21,2025-03-25
iPhone 15 Plus,15,10200.0,3.7,351,9,20,2025-03-25
iPhone 15 Pro,15,12500.0,3.6,262,13,15,2025-03-25
iPhone 15 Pro Max,15,14000.0,4.8,134,46,28,2025-03-25
iPhone 16,16,11000.0,3.8,275,10,28,2025-03-25
iPhone 16 Pro,16,14000.0,3.2,388,29,22,2025-03-25
iPhone 16 Pro Max,16,16000.0,3.5,443,8,17,2025-03-25
iPhone 17,17,12000.0,4.4,429,10,22,2025-03-25
iPhone 17 Pro,17,15500.0,3.8,281,23,18,2025-03-25
iPhone 17 Pro Max,17,18000.0,4.0,184,34,14,2025-03-25
iPhone X,X,5000.0,3.7,192,35,16,2025-03-26
iPhone XS,X,5200.0,3.4,77,32,29,2025-03-26
iPhone XS Max,X,5500.0,4.6,369,23,24,2025-03-26
iPhone 11,11,6000.0,3.6,17,37,13,2025-03-26
iPhone 11 Pro,11,7000.0,4.5,350,28,17,2025-03-26
iPhone 11 Pro Max,11,8000.0,4.9,131,14,17,2025-03-26
iPhone 12,12,7000.0,3.0,335,21,16,2025-03-26
iPhone 12 mini,12,6800.0,3.5,383,20,21,2025-03-26
iPhone 12 Pro,12,8500.0,4.5,214,33,23,2025-03-26
iPhone 12 Pro Max,12,9000.0,4.4,388,39,29,2025-03-26
iPhone 13,13,8000.0,4.9,174,17,27,2025-03-26
iPhone 13 mini,13,7800.0,3.9,10,29,17,2025-03-26
iPhone 13 Pro,13,9500.0,3.6,275,24,21,2025-03-26
iPhone 13 Pro Max,13,10000.0,3.7,291,23,22,2025-03-26
iPhone 14,14,9000.0,3.6,277,25,23,2025-03-26
iPhone 14 Plus,14,9200.0,3.4,272,49,21,2025-03-26
iPhone 14 Pro,14,11000.0,4.8,458,30,9,2025-03-26
iPhone 14 Pro Max,14,12000.0,3.3,95,10,23,2025-03-26
iPhone 15,15,10000.0,3.0,353,25,9,2025-03-26
iPhone 15 Plus,15,10200.0,3.2,361,36,21,2025-03-26
iPhone 15 Pro,15,12500.0,3.5,78,8,25,2025-03-26
iPhone 15 Pro Max,15,14000.0,4.5,327,19,13,2025-03-26
iPhone 16,16,11000.0,4.3,302,41,23,2025-03-26
iPhone 16 Pro,16,14000.0,4.6,389,32,20,2025-03-26
iPhone 16 Pro Max,16,16000.0,5.0,283,40,25,2025-03-26
iPhone 17,17,12000.0,3.5,433,11,18,2025-03-26
iPhone 17 Pro,17,15500.0,4.2,137,35,24,2025-03-26
iPhone 17 Pro Max,17,18000.0,3.1,220,14,19,2025-03-26
iPhone X,X,5000.0,4.3,413,41,27,2025-03-27
iPhone XS,X,5200.0,3.7,343,15,24,2025-03-27
iPhone XS Max,X,5500.0,3.1,211,33,28,2025-03-27
iPhone 11,11,6000.0,4.0,104,21,20,2025-03-27
iPhone 11 Pro,11,7000.0,3.8,362,38,18,2025-03-27
iPhone 11 Pro Max,11,8000.0,4.2,148,16,24,2025-03-27
iPhone 12,12,7000.0,4.8,307,17,19,2025-03-27
iPhone 12 mini,12,6800.0,3.9,173,32,24,2025-03-27
iPhone 12 Pro,12,8500.0,3.2,46,16,15,2025-03-27
iPhone 12 Pro Max,12,9000.0,3.0,115,13,23,2025-03-27
iPhone 13,13,8000.0,4.0,351,9,17,2025-03-27
iPhone 13 mini,13,7800.0,3.8,204,27,14,2025-03-27
iPhone 13 Pro,13,9500.0,4.0,91,30,20,2025-03-27
iPhone 13 Pro Max,13,10000.0,3.8,352,7,18,2025-03-27
iPhone 14,14,9000.0,4.7,484,48,17,2025-03-27
iPhone 14 Plus,14,9200.0,4.1,430,34,14,2025-03-27
iPhone 14 Pro,14,11000.0,3.4,446,20,22,2025-03-27
iPhone 14 Pro Max,14,12000.0,4.8,71,10,28,2025-03-27
iPhone 15,15,10000.0,3.9,254,49,10,2025-03-27
iPhone 15 Plus,15,10200.0,3.6,481,15,26,2025-03-27
iPhone 15 Pro,15,12500.0,3.7,350,30,21,2025-03-27
iPhone 15 Pro Max,15,14000.0,3.4,256,30,26,2025-03-27
iPhone 16,16,11000.0,4.9,40,10,19,2025-03-27
iPhone 16 Pro,16,14000.0,4.3,407,20,17,2025-03-27
iPhone 16 Pro Max,16,16000.0,3.1,338,14,13,2025-03-27
iPhone 17,17,12000.0,3.6,244,45,21,2025-03-27
iPhone 17 Pro,17,15500.0,4.1,463,29,27,2025-03-27
iPhone 17 Pro Max,17,18000.0,4.3,434,32,24,2025-03-27
iPhone X,X,5000.0,4.7,80,26,19,2025-03-28
iPhone XS,X,5200.0,4.4,194,19,16,2025-03-28
iPhone XS Max,X,5500.0,4.1,251,34,14,2025-03-28
iPhone 11,11,6000.0,4.0,432,12,15,2025-03-28
iPhone 11 Pro,11,7000.0,3.7,86,49,16,2025-03-28
iPhone 11 Pro Max,11,8000.0,4.7,424,32,20,2025-03-28
iPhone 12,12,7000.0,4.3,101,17,15,2025-03-28
iPhone 12 mini,12,6800.0,4.2,399,28,20,2025-03-28
iPhone 12 Pro,12,8500.0,4.9,237,13,20,2025-03-28
iPhone 12 Pro Max,12,9000.0,3.7,230,28,16,2025-03-28
iPhone 13,13,8000.0,4.6,334,46,20,2025-03-28
iPhone 13 mini,13,7800.0,3.7,166,10,20,2025-03-28
iPhone 13 Pro,13,9500.0,3.0,62,22,8,2025-03-28
iPhone 13 Pro Max,13,10000.0,3.9,252,48,20,2025-03-28
iPhone 14,14,9000.0,3.7,224,31,21,2025-03-28
iPhone 14 Plus,14,9200.0,4.5,140,36,27,2025-03-28
iPhone 14 Pro,14,11000.0,4.1,151,36,19,2025-03-28
iPhone 14 Pro Max,14,12000.0,4.6,177,9,24,2025-03-28
iPhone 15,15,10000.0,3.0,217,5,6,2025-03-28
iPhone 15 Plus,15,10200.0,3.4,237,31,19,2025-03-28
iPhone 15 Pro,15,12500.0,4.3,216,31,22,2025-03-28
iPhone 15 Pro Max,15,14000.0,3.8,198,48,14,2025-03-28
iPhone 16,16,11000.0,4.4,439,18,23,2025-03-28
iPhone 16 Pro,16,14000.0,3.2,392,17,25,2025-03-28
iPhone 16 Pro Max,16,16000.0,4.9,65,19,13,2025-03-28
iPhone 17,17,12000.0,4.9,17,33,27,2025-03-28
iPhone 17 Pro,17,15500.0,4.9,232,44,24,2025-03-28
iPhone 17 Pro Max,17,18000.0,5.0,487,43,16,2025-03-28
iPhone X,X,5000.0,3.6,184,20,24,2025-03-29
iPhone XS,X,5200.0,4.0,496,33,25,2025-03-29
iPhone XS Max,X,5500.0,3.0,86,13,11,2025-03-29
iPhone 11,11,6000.0,3.1,366,11,16,2025-03-29
iPhone 11 Pro,11,7000.0,4.5,498,18,20,2025-03-29
iPhone 11 Pro Max,11,8000.0,4.9,391,31,20,2025-03-29
iPhone 12,12,7000.0,3.6,171,8,14,2025-03-29
iPhone 12 mini,12,6800.0,3.0,268,48,18,2025-03-29
iPhone 12 Pro,12,8500.0,4.1,104,20,23,2025-03-29
iPhone 12 Pro Max,12,9000.0,3.6,350,15,20,2025-03-29
iPhone 13,13,8000.0,4.4,179,43,14,2025-03-29
iPhone 13 mini,13,7800.0,4.9,347,39,15,2025-03-29
iPhone 13 Pro,13,9500.0,3.9,334,17,8,2025-03-29
iPhone 13 Pro Max,13,10000.0,3.3,143,11,13,2025-03-29
iPhone 14,14,9000.0,4.1,17,13,8,2025-03-29
iPhone 14 Plus,14,9200.0,4.2,34,43,23,2025-03-29
iPhone 14 Pro,14,11000.0,3.2,428,47,21,2025-03-29
iPhone 14 Pro Max,14,12000.0,3.6,326,18,27,2025-03-29
iPhone 15,15,10000.0,4.8,93,38,21,2025-03-29
iPhone 15 Plus,15,10200.0,4.3,295,28,24,2025-03-29
iPhone 15 Pro,15,12500.0,4.3,16,40,27,2025-03-29
iPhone 15 Pro Max,15,14000.0,3.7,405,33,20,2025-03-29
iPhone 16,16,11000.0,3.2,152,33,21,2025-03-29
